C,R,W,ConversionGain,NoiseFigure,VoltageSwing
1.1e-13,500,2.2e-05,-28.53,7.542,0.00161
1.1e-13,500,2.3e-05,-30.13,7.645,0.001592
1.1e-13,500,2.4e-05,-32.8,7.755,0.001573
1.1e-13,500,2.5e-05,-34.33,7.873,0.001551
1.1e-13,500,2.6e-05,-33.21,7.998,0.001534
1.1e-13,500,2.7e-05,-31.34,8.133,0.001499
1.1e-13,500,2.8e-05,-29.3,8.277,0.001493
1.1e-13,500,2.9e-05,-27.79,8.432,0.001468
1.1e-13,500,3e-05,-26.23,8.599,0.001437
1.1e-13,510,2e-05,-24.52,7.339,0.001653
1.1e-13,510,1.2e-05,-0.401,6.934,0.001744
1.1e-13,510,1.3e-05,-3.493,6.943,0.00175
1.1e-13,510,1.4e-05,-12.69,6.968,0.001741
1.1e-13,510,1.5e-05,-19.2,7.006,0.001729
1.1e-13,510,1.6e-05,-19.85,7.055,0.001717
1.1e-13,510,1.7e-05,-20.79,7.114,0.001703
1.1e-13,510,1.8e-05,-21.88,7.181,0.001688
1.1e-13,510,1.9e-05,-23.22,7.256,0.00167
1.1e-13,510,2.1e-05,-26.3,7.428,0.001636
1.1e-13,510,2.2e-05,-28.55,7.524,0.001618
1.1e-13,510,2.3e-05,-30.14,7.628,0.001599
1.1e-13,510,2.4e-05,-32.79,7.738,0.00158
1.1e-13,510,2.5e-05,-34.28,7.855,0.001559
1.1e-13,510,2.6e-05,-33.14,7.981,0.001532
1.1e-13,510,2.7e-05,-31.28,8.115,0.001501
1.1e-13,510,2.8e-05,-29.26,8.26,0.001497
1.1e-13,510,2.9e-05,-27.76,8.415,0.001465
1.1e-13,510,3e-05,-26.2,8.581,0.001441
1.1e-13,520,2e-05,-24.54,7.322,0.001656
1.1e-13,520,1.2e-05,-0.406,6.915,0.001743
1.1e-13,520,1.3e-05,-3.497,6.925,0.001752
1.1e-13,520,1.4e-05,-12.69,6.95,0.001743
1.1e-13,520,1.5e-05,-19.21,6.988,0.001735
1.1e-13,520,1.6e-05,-19.87,7.037,0.001718
1.1e-13,520,1.7e-05,-20.81,7.096,0.001707
1.1e-13,520,1.8e-05,-21.9,7.164,0.001686
1.1e-13,520,1.9e-05,-23.24,7.239,0.001673
1.1e-13,520,2.1e-05,-26.32,7.411,0.001639
1.1e-13,520,2.2e-05,-28.57,7.508,0.001624
1.1e-13,520,2.3e-05,-30.16,7.611,0.001601
1.1e-13,520,2.4e-05,-32.78,7.721,0.00158
1.1e-13,520,2.5e-05,-34.23,7.839,0.001558
1.1e-13,520,2.6e-05,-33.07,7.965,0.001531
1.1e-13,520,2.7e-05,-31.23,8.099,0.001503
1.1e-13,520,2.8e-05,-29.22,8.243,0.001498
1.1e-13,520,2.9e-05,-27.73,8.398,0.001473
1.1e-13,520,3e-05,-26.18,8.564,0.001435
1.1e-13,530,2e-05,-24.56,7.305,0.001654
1.1e-13,530,1.2e-05,-0.412,6.897,0.001757
1.1e-13,530,1.3e-05,-3.501,6.907,0.001753
1.1e-13,530,1.4e-05,-12.68,6.932,0.001744
1.1e-13,530,1.5e-05,-19.22,6.971,0.001737
1.1e-13,530,1.6e-05,-19.88,7.02,0.001723
1.1e-13,530,1.7e-05,-20.82,7.079,0.001707
1.1e-13,530,1.8e-05,-21.91,7.147,0.001694
1.1e-13,530,1.9e-05,-23.26,7.223,0.001678
1.1e-13,530,2.1e-05,-26.34,7.395,0.001644
1.1e-13,530,2.2e-05,-28.6,7.492,0.001623
1.1e-13,530,2.3e-05,-30.17,7.595,0.001597
1.1e-13,530,2.4e-05,-32.78,7.705,0.001579
1.1e-13,530,2.5e-05,-34.18,7.823,0.001557
1.1e-13,530,2.6e-05,-33.01,7.949,0.001539
1.1e-13,530,2.7e-05,-31.17,8.083,0.001505
1.1e-13,530,2.8e-05,-29.18,8.227,0.0015
1.1e-13,530,2.9e-05,-27.7,8.382,0.001475
1.1e-13,530,3e-05,-26.15,8.548,0.001442
1.1e-13,540,2e-05,-24.57,7.289,0.00166
1.1e-13,540,1.2e-05,-0.417,6.879,0.001748
1.1e-13,540,1.3e-05,-3.506,6.889,0.001754
1.1e-13,540,1.4e-05,-12.68,6.915,0.001749
1.1e-13,540,1.5e-05,-19.23,6.954,0.001737
1.1e-13,540,1.6e-05,-19.89,7.004,0.001723
1.1e-13,540,1.7e-05,-20.84,7.063,0.001712
1.1e-13,540,1.8e-05,-21.93,7.131,0.001693
1.1e-13,540,1.9e-05,-23.27,7.207,0.001678
1.1e-13,540,2.1e-05,-26.36,7.379,0.001646
1.1e-13,540,2.2e-05,-28.62,7.476,0.001624
1.1e-13,540,2.3e-05,-30.18,7.579,0.001607
1.1e-13,540,2.4e-05,-32.77,7.69,0.001584
1.1e-13,540,2.5e-05,-34.14,7.807,0.001559
1.1e-13,540,2.6e-05,-32.94,7.933,0.001535
1.1e-13,540,2.7e-05,-31.12,8.067,0.001507
1.1e-13,540,2.8e-05,-29.14,8.211,0.001501
1.1e-13,540,2.9e-05,-27.67,8.366,0.00147
1.1e-13,540,3e-05,-26.13,8.532,0.001444
1.1e-13,550,2e-05,-24.59,7.274,0.001661
1.1e-13,550,1.2e-05,-0.422,6.861,0.001751
1.1e-13,550,1.3e-05,-3.51,6.872,0.001757
1.1e-13,550,1.4e-05,-12.68,6.898,0.00175
1.1e-13,550,1.5e-05,-19.24,6.938,0.001736
1.1e-13,550,1.6e-05,-19.89,6.988,0.001729
1.1e-13,550,1.7e-05,-20.85,7.047,0.001713
1.1e-13,550,1.8e-05,-21.94,7.115,0.001695
1.1e-13,550,1.9e-05,-23.29,7.191,0.001682
1.1e-13,550,2.1e-05,-26.38,7.364,0.001642
1.1e-13,550,2.2e-05,-28.64,7.461,0.001628
1.1e-13,550,2.3e-05,-30.2,7.564,0.001603
1.1e-13,550,2.4e-05,-32.76,7.675,0.001582
1.1e-13,550,2.5e-05,-34.09,7.792,0.001567
1.1e-13,550,2.6e-05,-32.88,7.918,0.001545
1.1e-13,550,2.7e-05,-31.07,8.052,0.001509
1.1e-13,550,2.8e-05,-29.1,8.196,0.001504
1.1e-13,550,2.9e-05,-27.64,8.351,0.00148
1.1e-13,550,3e-05,-26.1,8.517,0.001444
1.1e-13,560,2e-05,-24.61,7.259,0.001664
1.1e-13,560,1.2e-05,-0.427,6.845,0.001766
1.1e-13,560,1.3e-05,-3.513,6.856,0.001762
1.1e-13,560,1.4e-05,-12.67,6.882,0.001752
1.1e-13,560,1.5e-05,-19.25,6.922,0.001743
1.1e-13,560,1.6e-05,-19.9,6.972,0.001732
1.1e-13,560,1.7e-05,-20.86,7.032,0.001716
1.1e-13,560,1.8e-05,-21.96,7.1,0.001699
1.1e-13,560,1.9e-05,-23.3,7.176,0.001682
1.1e-13,560,2.1e-05,-26.4,7.349,0.001648
1.1e-13,560,2.2e-05,-28.65,7.446,0.001628
1.1e-13,560,2.3e-05,-30.21,7.55,0.001601
1.1e-13,560,2.4e-05,-32.75,7.66,0.001588
1.1e-13,560,2.5e-05,-34.05,7.778,0.001569
1.1e-13,560,2.6e-05,-32.83,7.904,0.001544
1.1e-13,560,2.7e-05,-31.02,8.038,0.001511
1.1e-13,560,2.8e-05,-29.06,8.182,0.001508
1.1e-13,560,2.9e-05,-27.61,8.337,0.001487
1.1e-13,560,3e-05,-26.08,8.502,0.001447
1.1e-13,570,2e-05,-24.62,7.245,0.001663
1.1e-13,570,1.2e-05,-0.432,6.828,0.001762
1.1e-13,570,1.3e-05,-3.517,6.84,0.001764
1.1e-13,570,1.4e-05,-12.67,6.867,0.001755
1.1e-13,570,1.5e-05,-19.26,6.907,0.001744
1.1e-13,570,1.6e-05,-19.91,6.957,0.001731
1.1e-13,570,1.7e-05,-20.87,7.017,0.00172
1.1e-13,570,1.8e-05,-21.97,7.086,0.001702
1.1e-13,570,1.9e-05,-23.32,7.162,0.001684
1.1e-13,570,2.1e-05,-26.41,7.335,0.001647
1.1e-13,570,2.2e-05,-28.67,7.432,0.001631
1.1e-13,570,2.3e-05,-30.22,7.536,0.001608
1.1e-13,570,2.4e-05,-32.75,7.646,0.001587
1.1e-13,570,2.5e-05,-34.01,7.764,0.001564
1.1e-13,570,2.6e-05,-32.77,7.89,0.001548
1.1e-13,570,2.7e-05,-30.98,8.024,0.001512
1.1e-13,570,2.8e-05,-29.03,8.168,0.001508
1.1e-13,570,2.9e-05,-27.59,8.322,0.001482
1.1e-13,570,3e-05,-26.06,8.488,0.00145
1.1e-13,580,2e-05,-24.64,7.231,0.001666
1.1e-13,580,1.2e-05,-0.436,6.813,0.001769
1.1e-13,580,1.3e-05,-3.521,6.825,0.001768
1.1e-13,580,1.4e-05,-12.66,6.852,0.001759
1.1e-13,580,1.5e-05,-19.27,6.892,0.001748
1.1e-13,580,1.6e-05,-19.92,6.942,0.001734
1.1e-13,580,1.7e-05,-20.89,7.003,0.001719
1.1e-13,580,1.8e-05,-21.98,7.071,0.001706
1.1e-13,580,1.9e-05,-23.33,7.148,0.001685
1.1e-13,580,2.1e-05,-26.43,7.321,0.001651
1.1e-13,580,2.2e-05,-28.69,7.418,0.001633
1.1e-13,580,2.3e-05,-30.23,7.522,0.001609
1.1e-13,580,2.4e-05,-32.74,7.633,0.001588
1.1e-13,580,2.5e-05,-33.97,7.75,0.001575
1.1e-13,580,2.6e-05,-32.72,7.876,0.001546
1.1e-13,580,2.7e-05,-30.93,8.01,0.001513
1.1e-13,580,2.8e-05,-28.99,8.154,0.001511
1.1e-13,580,2.9e-05,-27.56,8.309,0.001483
1.1e-13,580,3e-05,-26.04,8.474,0.001453
1.1e-13,590,2e-05,-24.65,7.218,0.001668
1.1e-13,590,1.2e-05,-0.441,6.797,0.00176
1.1e-13,590,1.3e-05,-3.524,6.81,0.001769
1.1e-13,590,1.4e-05,-12.66,6.837,0.001759
1.1e-13,590,1.5e-05,-19.28,6.877,0.001751
1.1e-13,590,1.6e-05,-19.93,6.928,0.001736
1.1e-13,590,1.7e-05,-20.9,6.989,0.001724
1.1e-13,590,1.8e-05,-22.0,7.058,0.001702
1.1e-13,590,1.9e-05,-23.35,7.134,0.001689
1.1e-13,590,2.1e-05,-26.44,7.308,0.001652
1.1e-13,590,2.2e-05,-28.71,7.405,0.001634
1.1e-13,590,2.3e-05,-30.24,7.509,0.001615
1.1e-13,590,2.4e-05,-32.73,7.62,0.001591
1.1e-13,590,2.5e-05,-33.93,7.737,0.00157
1.1e-13,590,2.6e-05,-32.67,7.863,0.001546
1.1e-13,590,2.7e-05,-30.89,7.997,0.001515
1.1e-13,590,2.8e-05,-28.96,8.141,0.001513
1.1e-13,590,2.9e-05,-27.54,8.295,0.001484
1.1e-13,590,3e-05,-26.02,8.461,0.001455
1.1e-13,600,2e-05,-24.66,7.205,0.001671
1.1e-13,600,1.2e-05,-0.445,6.783,0.001775
1.1e-13,600,1.3e-05,-3.528,6.795,0.001768
1.1e-13,600,1.4e-05,-12.66,6.823,0.001761
1.1e-13,600,1.5e-05,-19.29,6.864,0.001752
1.1e-13,600,1.6e-05,-19.94,6.915,0.001736
1.1e-13,600,1.7e-05,-20.91,6.975,0.001728
1.1e-13,600,1.8e-05,-22.01,7.044,0.001709
1.1e-13,600,1.9e-05,-23.36,7.121,0.001692
1.1e-13,600,2.1e-05,-26.46,7.295,0.001654
1.1e-13,600,2.2e-05,-28.72,7.392,0.001636
1.1e-13,600,2.3e-05,-30.25,7.496,0.001619
1.1e-13,600,2.4e-05,-32.72,7.607,0.001592
1.1e-13,600,2.5e-05,-33.89,7.724,0.001571
1.1e-13,600,2.6e-05,-32.62,7.85,0.001556
1.1e-13,600,2.7e-05,-30.85,7.984,0.001516
1.1e-13,600,2.8e-05,-28.93,8.128,0.001512
1.1e-13,600,2.9e-05,-27.51,8.283,0.001485
1.1e-13,600,3e-05,-26.0,8.448,0.001453
1.2e-13,100,2e-05,-22.07,9.939,0.001278
1.2e-13,100,1.3e-05,-5.067,9.752,0.001322
1.2e-13,100,1.4e-05,-15.06,9.734,0.001321
1.2e-13,100,1.5e-05,-18.14,9.734,0.001318
1.2e-13,100,1.6e-05,-18.6,9.75,0.001313
1.2e-13,100,1.7e-05,-19.19,9.78,0.001304
1.2e-13,100,1.8e-05,-20.16,9.822,0.001298
1.2e-13,100,1.9e-05,-21.21,9.875,0.001287
1.2e-13,100,2.1e-05,-23.55,10.01,0.001264
1.2e-13,100,2.2e-05,-25.26,10.1,0.001241
1.2e-13,100,2.3e-05,-26.51,10.19,0.001239
1.2e-13,100,2.4e-05,-29.17,10.3,0.001221
1.2e-13,100,2.5e-05,-32.92,10.41,0.001209
1.2e-13,100,2.6e-05,-39.31,10.54,0.001193
1.2e-13,100,2.7e-05,-53.97,10.67,0.001168
1.2e-13,100,2.8e-05,-40.6,10.82,0.001168
1.2e-13,100,2.9e-05,-35.58,10.99,0.001154
1.2e-13,100,3e-05,-31.58,11.17,0.00113
1.2e-13,110,2e-05,-22.29,9.712,0.001306
1.2e-13,110,1.2e-05,-2.631,9.548,0.001355
1.2e-13,110,1.4e-05,-14.86,9.496,0.001355
1.2e-13,110,1.5e-05,-18.27,9.498,0.00135
1.2e-13,110,1.6e-05,-18.74,9.516,0.001345
1.2e-13,110,1.7e-05,-19.53,9.548,0.001338
1.2e-13,110,1.8e-05,-20.32,9.592,0.00133
1.2e-13,110,1.9e-05,-21.41,9.647,0.001318
1.2e-13,110,2.1e-05,-23.8,9.787,0.001294
1.2e-13,110,2.2e-05,-25.57,9.872,0.001261
1.2e-13,110,2.3e-05,-26.85,9.967,0.001269
1.2e-13,110,2.4e-05,-29.62,10.07,0.001256
1.2e-13,110,2.5e-05,-33.67,10.19,0.001237
1.2e-13,110,2.6e-05,-40.49,10.31,0.001225
1.2e-13,110,2.7e-05,-49.41,10.45,0.001195
1.2e-13,110,2.8e-05,-38.98,10.6,0.001199
1.2e-13,110,2.9e-05,-7.612,10.76,0.001179
1.2e-13,110,3e-05,-30.79,10.94,0.001158
1.2e-13,120,2e-05,-22.48,9.513,0.001334
1.2e-13,120,1.2e-05,-2.648,9.334,0.001383
1.2e-13,120,1.3e-05,-4.764,9.3,0.001384
1.2e-13,120,1.4e-05,-14.67,9.287,0.001385
1.2e-13,120,1.5e-05,-18.39,9.292,0.001381
1.2e-13,120,1.6e-05,-18.86,9.312,0.001378
1.2e-13,120,1.7e-05,-19.67,9.345,0.001367
1.2e-13,120,1.8e-05,-20.47,9.39,0.001355
1.2e-13,120,1.9e-05,-21.58,9.446,0.001345
1.2e-13,120,2.1e-05,-24.04,9.589,0.00132
1.2e-13,120,2.2e-05,-25.85,9.674,0.001287
1.2e-13,120,2.3e-05,-27.16,9.77,0.001291
1.2e-13,120,2.4e-05,-30.03,9.874,0.001275
1.2e-13,120,2.5e-05,-34.35,9.989,0.001263
1.2e-13,120,2.6e-05,-41.17,10.11,0.001251
1.2e-13,120,2.7e-05,-46.29,10.25,0.001219
1.2e-13,120,2.8e-05,-37.74,10.4,0.001218
1.2e-13,120,2.9e-05,-33.53,10.56,0.001201
1.2e-13,120,3e-05,-30.37,10.74,0.001181
1.2e-13,130,2e-05,-22.93,9.337,0.001358
1.2e-13,130,1.3e-05,-4.707,9.113,0.001413
1.2e-13,130,1.4e-05,-14.66,9.102,0.001412
1.2e-13,130,1.5e-05,-18.49,9.109,0.001406
1.2e-13,130,1.6e-05,-18.97,9.131,0.001399
1.2e-13,130,1.7e-05,-19.79,9.166,0.001395
1.2e-13,130,1.8e-05,-20.6,9.212,0.001383
1.2e-13,130,1.9e-05,-21.74,9.269,0.001369
1.2e-13,130,2.1e-05,-24.25,9.414,0.001346
1.2e-13,130,2.2e-05,-26.11,9.5,0.001311
1.2e-13,130,2.3e-05,-27.87,9.595,0.001318
1.2e-13,130,2.4e-05,-30.42,9.701,0.001304
1.2e-13,130,2.5e-05,-34.96,9.816,0.001284
1.2e-13,130,2.6e-05,-41.99,9.94,0.001268
1.2e-13,130,2.7e-05,-43.98,10.08,0.001241
1.2e-13,130,2.8e-05,-36.75,10.23,0.001239
1.2e-13,130,2.9e-05,-32.98,10.39,0.001226
1.2e-13,130,3e-05,-30.02,10.57,0.001201
1.2e-13,140,2e-05,-23.09,9.18,0.001381
1.2e-13,140,1.3e-05,-4.663,8.945,0.001437
1.2e-13,140,1.4e-05,-14.52,8.937,0.001435
1.2e-13,140,1.5e-05,-18.57,8.946,0.001427
1.2e-13,140,1.6e-05,-19.07,8.969,0.001422
1.2e-13,140,1.7e-05,-19.9,9.005,0.001414
1.2e-13,140,1.8e-05,-20.72,9.053,0.001402
1.2e-13,140,1.9e-05,-21.89,9.112,0.001393
1.2e-13,140,2.1e-05,-24.44,9.257,0.001366
1.2e-13,140,2.2e-05,-26.34,9.344,0.001332
1.2e-13,140,2.3e-05,-28.14,9.44,0.00134
1.2e-13,140,2.4e-05,-30.78,9.546,0.001322
1.2e-13,140,2.5e-05,-35.23,9.66,0.001305
1.2e-13,140,2.6e-05,-42.39,9.786,0.001287
1.2e-13,140,2.7e-05,-42.24,9.922,0.00126
1.2e-13,140,2.8e-05,-35.95,10.07,0.001259
1.2e-13,140,2.9e-05,-32.5,10.23,0.001244
1.2e-13,140,3e-05,-29.78,10.41,0.001218
1.2e-13,150,2e-05,-23.25,9.039,0.001404
1.2e-13,150,1.3e-05,-4.629,8.795,0.001459
1.2e-13,150,1.4e-05,-14.39,8.789,0.001456
1.2e-13,150,1.5e-05,-18.66,8.799,0.00145
1.2e-13,150,1.6e-05,-19.15,8.824,0.001443
1.2e-13,150,1.7e-05,-20.01,8.862,0.001434
1.2e-13,150,1.8e-05,-20.83,8.911,0.001422
1.2e-13,150,1.9e-05,-22.02,8.97,0.001411
1.2e-13,150,2.1e-05,-24.61,9.117,0.001388
1.2e-13,150,2.2e-05,-26.55,9.205,0.001351
1.2e-13,150,2.3e-05,-28.38,9.301,0.001356
1.2e-13,150,2.4e-05,-31.58,9.407,0.00134
1.2e-13,150,2.5e-05,-35.2,9.521,0.001322
1.2e-13,150,2.6e-05,-42.38,9.647,0.001303
1.2e-13,150,2.7e-05,-40.91,9.783,0.001286
1.2e-13,150,2.8e-05,-35.29,9.931,0.001281
1.2e-13,150,2.9e-05,-32.09,10.09,0.001258
1.2e-13,150,3e-05,-29.53,10.27,0.001233
1.2e-13,160,2e-05,-23.38,8.912,0.001418
1.2e-13,160,1.3e-05,-4.602,8.659,0.00148
1.2e-13,160,1.4e-05,-14.28,8.654,0.001477
1.2e-13,160,1.5e-05,-18.73,8.666,0.001469
1.2e-13,160,1.6e-05,-19.24,8.693,0.001464
1.2e-13,160,1.7e-05,-20.1,8.732,0.001453
1.2e-13,160,1.8e-05,-21.1,8.782,0.001443
1.2e-13,160,1.9e-05,-22.14,8.842,0.001429
1.2e-13,160,2.1e-05,-24.77,8.991,0.001406
1.2e-13,160,2.2e-05,-26.75,9.079,0.001368
1.2e-13,160,2.3e-05,-28.6,9.175,0.001371
1.2e-13,160,2.4e-05,-31.88,9.281,0.001357
1.2e-13,160,2.5e-05,-35.47,9.396,0.001346
1.2e-13,160,2.6e-05,-42.09,9.522,0.001326
1.2e-13,160,2.7e-05,-39.84,9.657,0.001293
1.2e-13,160,2.8e-05,-34.73,9.806,0.001294
1.2e-13,160,2.9e-05,-31.74,9.967,0.001276
1.2e-13,160,3e-05,-29.28,10.14,0.00125
1.2e-13,170,2e-05,-23.51,8.796,0.001433
1.2e-13,170,1e-05,-2.804,8.68,0.001486
1.2e-13,170,1.3e-05,-4.578,8.535,0.001499
1.2e-13,170,1.5e-05,-18.8,8.546,0.00149
1.2e-13,170,1.6e-05,-19.3,8.574,0.001479
1.2e-13,170,1.7e-05,-20.19,8.614,0.00147
1.2e-13,170,1.8e-05,-21.2,8.665,0.001458
1.2e-13,170,1.9e-05,-22.25,8.726,0.001446
1.2e-13,170,2.1e-05,-25.17,8.876,0.00142
1.2e-13,170,2.2e-05,-26.92,8.964,0.001384
1.2e-13,170,2.3e-05,-28.8,9.061,0.001388
1.2e-13,170,2.4e-05,-32.03,9.167,0.001371
1.2e-13,170,2.5e-05,-35.7,9.282,0.001354
1.2e-13,170,2.6e-05,-41.63,9.408,0.001332
1.2e-13,170,2.7e-05,-38.96,9.544,0.001308
1.2e-13,170,2.8e-05,-34.25,9.692,0.001304
1.2e-13,170,2.9e-05,-31.42,9.852,0.00129
1.2e-13,170,3e-05,-29.06,10.03,0.001266
1.2e-13,180,2e-05,-23.63,8.691,0.001447
1.2e-13,180,1e-05,-2.788,8.561,0.001504
1.2e-13,180,1.3e-05,-4.559,8.422,0.001513
1.2e-13,180,1.4e-05,-14.98,8.421,0.001509
1.2e-13,180,1.5e-05,-18.87,8.436,0.001502
1.2e-13,180,1.6e-05,-19.47,8.465,0.001496
1.2e-13,180,1.7e-05,-20.27,8.506,0.001486
1.2e-13,180,1.8e-05,-21.29,8.558,0.001474
1.2e-13,180,1.9e-05,-22.35,8.62,0.001464
1.2e-13,180,2.1e-05,-25.31,8.771,0.001436
1.2e-13,180,2.2e-05,-27.09,8.86,0.001398
1.2e-13,180,2.3e-05,-28.98,8.957,0.001401
1.2e-13,180,2.4e-05,-32.26,9.063,0.001385
1.2e-13,180,2.5e-05,-36.26,9.179,0.001366
1.2e-13,180,2.6e-05,-4.318,9.304,0.001348
1.2e-13,180,2.7e-05,-38.2,9.44,0.001321
1.2e-13,180,2.8e-05,-33.83,9.588,0.001319
1.2e-13,180,2.9e-05,-31.2,9.746,0.001302
1.2e-13,180,3e-05,-28.86,9.921,0.001272
1.2e-13,190,2e-05,-23.74,8.595,0.001463
1.2e-13,190,1.3e-05,-4.546,8.318,0.001529
1.2e-13,190,1.4e-05,-14.93,8.319,0.001527
1.2e-13,190,1.5e-05,-18.93,8.335,0.001518
1.2e-13,190,1.6e-05,-19.54,8.365,0.001512
1.2e-13,190,1.7e-05,-20.35,8.407,0.001502
1.2e-13,190,1.8e-05,-21.38,8.46,0.001486
1.2e-13,190,1.9e-05,-22.45,8.523,0.001475
1.2e-13,190,2.1e-05,-25.44,8.675,0.001449
1.2e-13,190,2.2e-05,-27.18,8.764,0.001411
1.2e-13,190,2.3e-05,-29.14,8.862,0.00142
1.2e-13,190,2.4e-05,-32.46,8.968,0.001397
1.2e-13,190,2.5e-05,-36.37,9.084,0.00138
1.2e-13,190,2.6e-05,-39.79,9.209,0.001365
1.2e-13,190,2.7e-05,-37.56,9.345,0.001333
1.2e-13,190,2.8e-05,-33.46,9.492,0.001333
1.2e-13,190,2.9e-05,-30.95,9.651,0.001317
1.2e-13,190,3e-05,-28.68,9.825,0.001284
1.2e-13,200,2e-05,-23.84,8.506,0.001477
1.2e-13,200,1.2e-05,-0.716,8.24,0.001543
1.2e-13,200,1.3e-05,-4.536,8.223,0.001546
1.2e-13,200,1.4e-05,-14.88,8.225,0.001536
1.2e-13,200,1.5e-05,-18.98,8.242,0.00153
1.2e-13,200,1.6e-05,-19.6,8.273,0.001523
1.2e-13,200,1.7e-05,-20.42,8.317,0.001512
1.2e-13,200,1.8e-05,-21.46,8.37,0.0015
1.2e-13,200,1.9e-05,-22.53,8.434,0.001487
1.2e-13,200,2.1e-05,-25.56,8.587,0.001462
1.2e-13,200,2.2e-05,-27.32,8.677,0.001435
1.2e-13,200,2.3e-05,-29.3,8.775,0.001433
1.2e-13,200,2.4e-05,-32.64,8.881,0.001411
1.2e-13,200,2.5e-05,-36.48,8.997,0.001392
1.2e-13,200,2.6e-05,-39.23,9.122,0.001371
1.2e-13,200,2.7e-05,-37.0,9.258,0.001344
1.2e-13,200,2.8e-05,-33.13,9.405,0.001345
1.2e-13,200,2.9e-05,-30.72,9.563,0.001326
1.2e-13,200,3e-05,-28.52,9.737,0.001289
1.2e-13,210,2e-05,-23.93,8.424,0.001486
1.2e-13,210,1.3e-05,-4.529,8.135,0.001558
1.2e-13,210,1.4e-05,-14.84,8.138,0.001554
1.2e-13,210,1.5e-05,-19.03,8.156,0.001549
1.2e-13,210,1.6e-05,-19.66,8.189,0.001534
1.2e-13,210,1.7e-05,-20.47,8.232,0.001527
1.2e-13,210,1.8e-05,-21.52,8.287,0.001511
1.2e-13,210,1.9e-05,-22.61,8.351,0.001497
1.2e-13,210,2.1e-05,-25.63,8.506,0.001471
1.2e-13,210,2.2e-05,-27.44,8.596,0.001455
1.2e-13,210,2.3e-05,-29.35,8.694,0.001441
1.2e-13,210,2.4e-05,-32.8,8.801,0.001422
1.2e-13,210,2.5e-05,-36.57,8.916,0.001399
1.2e-13,210,2.6e-05,-38.71,9.042,0.001381
1.2e-13,210,2.7e-05,-36.52,9.177,0.001354
1.2e-13,210,2.8e-05,-32.88,9.323,0.001355
1.2e-13,210,2.9e-05,-30.52,9.482,0.001331
1.2e-13,210,3e-05,-28.38,9.655,0.001301
1.2e-13,220,2e-05,-24.01,8.348,0.001497
1.2e-13,220,1.3e-05,-4.523,8.053,0.001566
1.2e-13,220,1.4e-05,-14.8,8.057,0.001565
1.2e-13,220,1.5e-05,-19.08,8.077,0.001553
1.2e-13,220,1.6e-05,-19.71,8.11,0.001548
1.2e-13,220,1.7e-05,-20.53,8.155,0.001539
1.2e-13,220,1.8e-05,-21.58,8.21,0.001529
1.2e-13,220,1.9e-05,-22.67,8.275,0.001508
1.2e-13,220,2.1e-05,-25.73,8.43,0.001481
1.2e-13,220,2.2e-05,-27.56,8.521,0.001466
1.2e-13,220,2.3e-05,-29.48,8.619,0.001451
1.2e-13,220,2.4e-05,-32.94,8.726,0.001431
1.2e-13,220,2.5e-05,-36.63,8.842,0.001412
1.2e-13,220,2.6e-05,-38.26,8.967,0.001392
1.2e-13,220,2.7e-05,-36.1,9.102,0.001364
1.2e-13,220,2.8e-05,-32.63,9.248,0.001364
1.2e-13,220,2.9e-05,-30.33,9.407,0.001345
1.2e-13,220,3e-05,-28.33,9.58,0.001308
1.2e-13,230,2e-05,-24.06,8.278,0.001505
1.2e-13,230,1.3e-05,-4.518,7.977,0.00158
1.2e-13,230,1.4e-05,-14.77,7.982,0.001574
1.2e-13,230,1.5e-05,-19.12,8.003,0.001571
1.2e-13,230,1.6e-05,-19.76,8.037,0.001558
1.2e-13,230,1.7e-05,-20.58,8.083,0.001546
1.2e-13,230,1.8e-05,-21.65,8.139,0.001539
1.2e-13,230,1.9e-05,-22.74,8.204,0.00152
1.2e-13,230,2.1e-05,-25.83,8.36,0.001495
1.2e-13,230,2.2e-05,-27.67,8.451,0.001474
1.2e-13,230,2.3e-05,-29.59,8.55,0.00146
1.2e-13,230,2.4e-05,-33.06,8.657,0.001441
1.2e-13,230,2.5e-05,-36.65,8.773,0.001423
1.2e-13,230,2.6e-05,-37.85,8.898,0.001399
1.2e-13,230,2.7e-05,-35.72,9.033,0.001372
1.2e-13,230,2.8e-05,-32.39,9.179,0.001368
1.2e-13,230,2.9e-05,-30.16,9.337,0.001355
1.2e-13,230,3e-05,-28.2,9.51,0.001316
1.2e-13,240,2e-05,-24.14,8.212,0.001514
1.2e-13,240,1.3e-05,-4.514,7.906,0.001592
1.2e-13,240,1.4e-05,-14.73,7.912,0.001585
1.2e-13,240,1.5e-05,-19.16,7.934,0.001579
1.2e-13,240,1.6e-05,-19.81,7.969,0.001568
1.2e-13,240,1.7e-05,-20.63,8.015,0.00156
1.2e-13,240,1.8e-05,-21.71,8.072,0.001543
1.2e-13,240,1.9e-05,-22.8,8.138,0.001529
1.2e-13,240,2.1e-05,-25.91,8.295,0.001499
1.2e-13,240,2.3e-05,-29.7,8.485,0.001467
1.2e-13,240,2.4e-05,-33.17,8.592,0.001449
1.2e-13,240,2.5e-05,-36.65,8.708,0.001431
1.2e-13,240,2.6e-05,-37.47,8.834,0.001415
1.2e-13,240,2.7e-05,-35.39,8.969,0.001381
1.2e-13,240,2.8e-05,-32.17,9.114,0.00138
