C,R,WN,ConversionGain,NoiseFigure,VoltageSwing
2e-12,6000.0,1.75e-05,-7.66,7.492,0.017
2e-12,6000.0,1.8e-05,-7.53,7.394,0.0173
2e-12,6000.0,1.85e-05,-7.44,7.274,0.0175
2e-12,6000.0,1.9e-05,-7.36,7.11,0.0177
2e-12,6000.0,1.95e-05,-7.29,6.995,0.0179
2e-12,6000.0,2e-05,-7.22,6.893,0.018
2e-12,6000.0,2.05e-05,-7.13,6.796,0.0182
2e-12,6000.0,2.1e-05,-7.04,6.704,0.0183
2e-12,6000.0,2.15e-05,-6.95,6.614,0.0184
2e-12,6000.0,2.2e-05,-6.86,6.528,0.0185
2e-12,6000.0,2.25e-05,-6.77,6.443,0.0186
2e-12,6000.0,2.3e-05,-6.67,6.365,0.0187
2e-12,6000.0,2.35e-05,-6.58,6.293,0.0188
2e-12,6000.0,2.4e-05,-6.49,6.226,0.0189
2e-12,6000.0,2.45e-05,-6.4,6.166,0.0189
2e-12,6000.0,2.5e-05,-6.31,6.112,0.019
2e-12,6000.0,2.55e-05,-6.22,6.067,0.0191
2e-12,6000.0,2.6e-05,-6.14,6.029,0.0192
2e-12,6000.0,2.65e-05,-6.06,5.998,0.0192
2e-12,6000.0,2.7e-05,-5.98,5.959,0.0193
2e-12,6000.0,2.75e-05,-5.91,5.949,0.0193
2e-12,6000.0,2.8e-05,-5.84,5.946,0.0194
2e-12,6000.0,2.85e-05,-5.79,5.95,0.0194
2e-12,6000.0,2.9e-05,-5.75,5.959,0.0194
2e-12,6000.0,2.95e-05,-5.73,5.969,0.0195
2e-12,7000.0,1e-05,-9.05,8.608,0.0116
2e-12,7000.0,5e-06,-9.91,8.998,0.00627
2e-12,7000.0,5.5e-06,-9.65,8.854,0.00683
2e-12,7000.0,6e-06,-9.45,8.736,0.00739
2e-12,7000.0,6.5e-06,-9.32,8.66,0.00794
2e-12,7000.0,7e-06,-9.25,8.633,0.00848
2e-12,7000.0,7.5e-06,-9.22,8.646,0.00901
2e-12,7000.0,8e-06,-9.23,8.679,0.00954
2e-12,7000.0,8.5e-06,-9.2,8.653,0.0101
2e-12,7000.0,9e-06,-9.18,8.657,0.0106
2e-12,7000.0,9.5e-06,-9.14,8.645,0.0111
2e-12,7000.0,1.05e-05,-8.86,8.532,0.012
2e-12,7000.0,1.1e-05,-8.67,8.424,0.0125
2e-12,7000.0,1.15e-05,-8.54,8.284,0.013
2e-12,7000.0,1.2e-05,-8.5,8.193,0.0134
2e-12,7000.0,1.25e-05,-8.53,8.182,0.0138
2e-12,7000.0,1.3e-05,-8.57,8.164,0.0142
2e-12,7000.0,1.35e-05,-8.59,8.165,0.0146
2e-12,7000.0,1.4e-05,-8.57,8.136,0.015
2e-12,7000.0,1.45e-05,-8.52,8.076,0.0153
2e-12,7000.0,1.5e-05,-8.43,7.989,0.0157
2e-12,7000.0,1.55e-05,-8.34,7.884,0.016
2e-12,7000.0,1.6e-05,-8.2,7.774,0.0163
2e-12,7000.0,1.65e-05,-8.05,7.669,0.0165
2e-12,7000.0,1.7e-05,-7.84,7.569,0.0168
2e-12,7000.0,1.75e-05,-7.65,7.479,0.017
2e-12,7000.0,1.8e-05,-7.51,7.381,0.0173
2e-12,7000.0,1.85e-05,-7.43,7.261,0.0175
2e-12,7000.0,1.9e-05,-7.35,7.097,0.0177
2e-12,7000.0,1.95e-05,-7.28,6.981,0.0179
2e-12,7000.0,2e-05,-7.2,6.879,0.018
2e-12,7000.0,2.05e-05,-7.12,6.783,0.0182
2e-12,7000.0,2.1e-05,-7.03,6.691,0.0183
2e-12,7000.0,2.15e-05,-6.94,6.601,0.0184
2e-12,7000.0,2.2e-05,-6.85,6.515,0.0185
2e-12,7000.0,2.25e-05,-6.76,6.43,0.0186
2e-12,7000.0,2.3e-05,-6.66,6.352,0.0187
2e-12,7000.0,2.35e-05,-6.57,6.28,0.0188
2e-12,7000.0,2.4e-05,-6.48,6.213,0.0189
2e-12,7000.0,2.45e-05,-6.39,6.153,0.0189
2e-12,7000.0,2.5e-05,-6.3,6.1,0.019
2e-12,7000.0,2.55e-05,-6.21,6.054,0.0191
2e-12,7000.0,2.6e-05,-6.13,6.016,0.0192
2e-12,7000.0,2.65e-05,-6.05,5.986,0.0192
2e-12,7000.0,2.7e-05,-5.97,5.947,0.0193
2e-12,7000.0,2.75e-05,-5.89,5.936,0.0193
2e-12,7000.0,2.8e-05,-5.83,5.933,0.0194
2e-12,7000.0,2.85e-05,-5.78,5.938,0.0194
2e-12,7000.0,2.9e-05,-5.74,5.946,0.0194
2e-12,7000.0,2.95e-05,-5.72,5.957,0.0195
2e-12,8000.0,1e-05,-9.04,8.595,0.0116
2e-12,8000.0,5e-06,-9.9,8.978,0.00627
2e-12,8000.0,5.5e-06,-9.64,8.836,0.00683
2e-12,8000.0,6e-06,-9.44,8.718,0.00739
2e-12,8000.0,6.5e-06,-9.31,8.643,0.00794
2e-12,8000.0,7e-06,-9.24,8.617,0.00848
2e-12,8000.0,7.5e-06,-9.21,8.63,0.00901
2e-12,8000.0,8e-06,-9.22,8.664,0.00954
2e-12,8000.0,8.5e-06,-9.19,8.639,0.0101
2e-12,8000.0,9e-06,-9.17,8.643,0.0106
2e-12,8000.0,9.5e-06,-9.13,8.632,0.0111
2e-12,8000.0,1.05e-05,-8.86,8.52,0.012
2e-12,8000.0,1.1e-05,-8.66,8.412,0.0125
2e-12,8000.0,1.15e-05,-8.53,8.272,0.013
2e-12,8000.0,1.2e-05,-8.49,8.181,0.0134
2e-12,8000.0,1.25e-05,-8.52,8.171,0.0138
2e-12,8000.0,1.3e-05,-8.56,8.152,0.0142
2e-12,8000.0,1.35e-05,-8.58,8.154,0.0146
2e-12,8000.0,1.4e-05,-8.56,8.125,0.015
2e-12,8000.0,1.45e-05,-8.51,8.065,0.0153
2e-12,8000.0,1.5e-05,-8.42,7.978,0.0157
2e-12,8000.0,1.55e-05,-8.33,7.874,0.016
2e-12,8000.0,1.6e-05,-8.2,7.763,0.0163
2e-12,8000.0,1.65e-05,-8.04,7.659,0.0165
2e-12,8000.0,1.7e-05,-7.84,7.559,0.0168
2e-12,8000.0,1.75e-05,-7.64,7.469,0.017
2e-12,8000.0,1.8e-05,-7.51,7.371,0.0173
2e-12,8000.0,1.85e-05,-7.42,7.251,0.0175
2e-12,8000.0,1.9e-05,-7.34,7.086,0.0177
2e-12,8000.0,1.95e-05,-7.27,6.971,0.0179
2e-12,8000.0,2e-05,-7.2,6.869,0.018
2e-12,8000.0,2.05e-05,-7.11,6.773,0.0182
2e-12,8000.0,2.1e-05,-7.03,6.681,0.0183
2e-12,8000.0,2.15e-05,-6.93,6.592,0.0184
2e-12,8000.0,2.2e-05,-6.84,6.505,0.0185
2e-12,8000.0,2.25e-05,-6.75,6.42,0.0186
2e-12,8000.0,2.3e-05,-6.66,6.342,0.0187
2e-12,8000.0,2.35e-05,-6.56,6.27,0.0188
2e-12,8000.0,2.4e-05,-6.47,6.203,0.0189
2e-12,8000.0,2.45e-05,-6.38,6.143,0.0189
2e-12,8000.0,2.5e-05,-6.29,6.09,0.019
2e-12,8000.0,2.55e-05,-6.2,6.044,0.0191
2e-12,8000.0,2.6e-05,-6.12,6.006,0.0192
2e-12,8000.0,2.65e-05,-6.04,5.976,0.0192
2e-12,8000.0,2.7e-05,-5.96,5.937,0.0193
2e-12,8000.0,2.75e-05,-5.89,5.927,0.0193
2e-12,8000.0,2.8e-05,-5.82,5.924,0.0194
2e-12,8000.0,2.85e-05,-5.77,5.929,0.0194
2e-12,8000.0,2.9e-05,-5.73,5.937,0.0194
2e-12,8000.0,2.95e-05,-5.71,5.947,0.0195
2e-12,9000.0,1e-05,-9.04,8.585,0.0116
2e-12,9000.0,5e-06,-9.89,8.962,0.00627
2e-12,9000.0,5.5e-06,-9.63,8.821,0.00684
2e-12,9000.0,6e-06,-9.43,8.704,0.00739
2e-12,9000.0,6.5e-06,-9.3,8.63,0.00794
2e-12,9000.0,7e-06,-9.23,8.604,0.00848
2e-12,9000.0,7.5e-06,-9.21,8.618,0.00901
2e-12,9000.0,8e-06,-9.21,8.652,0.00954
2e-12,9000.0,8.5e-06,-9.18,8.627,0.0101
2e-12,9000.0,9e-06,-9.16,8.632,0.0106
2e-12,9000.0,9.5e-06,-9.12,8.621,0.0111
2e-12,9000.0,1.05e-05,-8.85,8.51,0.012
2e-12,9000.0,1.1e-05,-8.66,8.403,0.0125
2e-12,9000.0,1.15e-05,-8.52,8.263,0.013
2e-12,9000.0,1.2e-05,-8.48,8.172,0.0134
2e-12,9000.0,1.25e-05,-8.52,8.162,0.0138
2e-12,9000.0,1.3e-05,-8.55,8.143,0.0142
2e-12,9000.0,1.35e-05,-8.57,8.145,0.0146
2e-12,9000.0,1.4e-05,-8.56,8.117,0.015
2e-12,9000.0,1.45e-05,-8.5,8.057,0.0153
2e-12,9000.0,1.5e-05,-8.42,7.97,0.0157
2e-12,9000.0,1.55e-05,-8.32,7.866,0.016
2e-12,9000.0,1.6e-05,-8.19,7.755,0.0163
2e-12,9000.0,1.65e-05,-8.03,7.651,0.0165
2e-12,9000.0,1.7e-05,-7.83,7.551,0.0168
2e-12,9000.0,1.75e-05,-7.63,7.461,0.017
2e-12,9000.0,1.8e-05,-7.5,7.363,0.0173
2e-12,9000.0,1.85e-05,-7.41,7.243,0.0175
2e-12,9000.0,1.9e-05,-7.33,7.079,0.0177
2e-12,9000.0,1.95e-05,-7.26,6.963,0.0179
2e-12,9000.0,2e-05,-7.19,6.862,0.018
2e-12,9000.0,2.05e-05,-7.11,6.766,0.0182
2e-12,9000.0,2.1e-05,-7.02,6.673,0.0183
2e-12,9000.0,2.15e-05,-6.93,6.584,0.0184
2e-12,9000.0,2.2e-05,-6.83,6.498,0.0185
2e-12,9000.0,2.25e-05,-6.74,6.413,0.0186
2e-12,9000.0,2.3e-05,-6.65,6.335,0.0187
2e-12,9000.0,2.35e-05,-6.56,6.262,0.0188
2e-12,9000.0,2.4e-05,-6.46,6.196,0.0189
2e-12,9000.0,2.45e-05,-6.37,6.135,0.0189
2e-12,9000.0,2.5e-05,-6.29,6.082,0.019
2e-12,9000.0,2.55e-05,-6.2,6.037,0.0191
2e-12,9000.0,2.6e-05,-6.11,5.999,0.0192
2e-12,9000.0,2.65e-05,-6.03,5.968,0.0192
2e-12,9000.0,2.7e-05,-5.95,5.93,0.0193
2e-12,9000.0,2.75e-05,-5.88,5.919,0.0193
2e-12,9000.0,2.8e-05,-5.81,5.917,0.0194
2e-12,9000.0,2.85e-05,-5.76,5.921,0.0194
2e-12,9000.0,2.9e-05,-5.72,5.93,0.0194
2e-12,9000.0,2.95e-05,-5.7,5.94,0.0195
2e-12,10000.0,1e-05,-9.03,8.577,0.0116
2e-12,10000.0,5e-06,-9.88,8.949,0.00627
2e-12,10000.0,5.5e-06,-9.62,8.809,0.00684
2e-12,10000.0,6e-06,-9.43,8.693,0.00739
2e-12,10000.0,6.5e-06,-9.29,8.619,0.00794
2e-12,10000.0,7e-06,-9.22,8.594,0.00848
2e-12,10000.0,7.5e-06,-9.2,8.609,0.00902
2e-12,10000.0,8e-06,-9.2,8.643,0.00954
2e-12,10000.0,8.5e-06,-9.17,8.619,0.0101
2e-12,10000.0,9e-06,-9.16,8.624,0.0106
2e-12,10000.0,9.5e-06,-9.12,8.613,0.0111
2e-12,10000.0,1.05e-05,-8.84,8.503,0.012
2e-12,10000.0,1.1e-05,-8.65,8.395,0.0125
2e-12,10000.0,1.15e-05,-8.52,8.256,0.013
2e-12,10000.0,1.2e-05,-8.47,8.165,0.0134
2e-12,10000.0,1.25e-05,-8.51,8.154,0.0138
2e-12,10000.0,1.3e-05,-8.54,8.136,0.0142
2e-12,10000.0,1.35e-05,-8.57,8.138,0.0146
2e-12,10000.0,1.4e-05,-8.55,8.11,0.015
2e-12,10000.0,1.45e-05,-8.5,8.05,0.0153
2e-12,10000.0,1.5e-05,-8.41,7.964,0.0157
2e-12,10000.0,1.55e-05,-8.32,7.859,0.016
2e-12,10000.0,1.6e-05,-8.18,7.749,0.0163
2e-12,10000.0,1.65e-05,-8.02,7.644,0.0165
2e-12,10000.0,1.7e-05,-7.82,7.544,0.0168
2e-12,10000.0,1.75e-05,-7.63,7.454,0.017
2e-12,10000.0,1.8e-05,-7.49,7.357,0.0173
2e-12,10000.0,1.85e-05,-7.41,7.237,0.0175
2e-12,10000.0,1.9e-05,-7.33,7.072,0.0177
2e-12,10000.0,1.95e-05,-7.26,6.957,0.0179
2e-12,10000.0,2e-05,-7.18,6.855,0.018
2e-12,10000.0,2.05e-05,-7.1,6.759,0.0182
2e-12,10000.0,2.1e-05,-7.01,6.667,0.0183
2e-12,10000.0,2.15e-05,-6.92,6.578,0.0184
2e-12,10000.0,2.2e-05,-6.83,6.491,0.0185
2e-12,10000.0,2.25e-05,-6.74,6.407,0.0186
2e-12,10000.0,2.3e-05,-6.64,6.329,0.0187
2e-12,10000.0,2.35e-05,-6.55,6.256,0.0188
2e-12,10000.0,2.4e-05,-6.46,6.19,0.0189
2e-12,10000.0,2.45e-05,-6.37,6.129,0.0189
2e-12,10000.0,2.5e-05,-6.28,6.076,0.019
2e-12,10000.0,2.55e-05,-6.19,6.031,0.0191
2e-12,10000.0,2.6e-05,-6.11,5.993,0.0192
2e-12,10000.0,2.65e-05,-6.03,5.962,0.0192
2e-12,10000.0,2.7e-05,-5.95,5.924,0.0193
2e-12,10000.0,2.75e-05,-5.87,5.913,0.0193
2e-12,10000.0,2.8e-05,-5.81,5.911,0.0194
2e-12,10000.0,2.85e-05,-5.76,5.916,0.0194
2e-12,10000.0,2.9e-05,-5.72,5.924,0.0194
2e-12,10000.0,2.95e-05,-5.69,5.934,0.0195
2e-12,11000.0,1e-05,-9.03,8.571,0.0116
2e-12,11000.0,5e-06,-9.87,8.939,0.00627
2e-12,11000.0,5.5e-06,-9.62,8.799,0.00684
2e-12,11000.0,6e-06,-9.42,8.684,0.00739
2e-12,11000.0,6.5e-06,-9.29,8.611,0.00794
2e-12,11000.0,7e-06,-9.22,8.586,0.00848
2e-12,11000.0,7.5e-06,-9.19,8.601,0.00902
2e-12,11000.0,8e-06,-9.2,8.636,0.00954
2e-12,11000.0,8.5e-06,-9.17,8.611,0.0101
2e-12,11000.0,9e-06,-9.15,8.617,0.0106
2e-12,11000.0,9.5e-06,-9.11,8.606,0.0111
2e-12,11000.0,1.05e-05,-8.84,8.496,0.012
2e-12,11000.0,1.1e-05,-8.65,8.389,0.0125
2e-12,11000.0,1.15e-05,-8.51,8.25,0.013
2e-12,11000.0,1.2e-05,-8.47,8.159,0.0134
2e-12,11000.0,1.25e-05,-8.51,8.149,0.0138
2e-12,11000.0,1.3e-05,-8.54,8.13,0.0142
2e-12,11000.0,1.35e-05,-8.56,8.132,0.0146
2e-12,11000.0,1.4e-05,-8.55,8.105,0.015
2e-12,11000.0,1.45e-05,-8.49,8.044,0.0153
2e-12,11000.0,1.5e-05,-8.41,7.958,0.0157
2e-12,11000.0,1.55e-05,-8.31,7.854,0.016
2e-12,11000.0,1.6e-05,-8.18,7.743,0.0163
2e-12,11000.0,1.65e-05,-8.02,7.639,0.0165
2e-12,11000.0,1.7e-05,-7.82,7.539,0.0168
2e-12,11000.0,1.75e-05,-7.62,7.449,0.017
2e-12,11000.0,1.8e-05,-7.49,7.352,0.0173
2e-12,11000.0,1.85e-05,-7.4,7.232,0.0175
2e-12,11000.0,1.9e-05,-7.32,7.067,0.0177
2e-12,11000.0,1.95e-05,-7.25,6.952,0.0179
2e-12,11000.0,2e-05,-7.18,6.85,0.018
2e-12,11000.0,2.05e-05,-7.1,6.754,0.0182
2e-12,11000.0,2.1e-05,-7.01,6.662,0.0183
2e-12,11000.0,2.15e-05,-6.92,6.573,0.0184
2e-12,11000.0,2.2e-05,-6.82,6.486,0.0185
2e-12,11000.0,2.25e-05,-6.73,6.402,0.0186
2e-12,11000.0,2.3e-05,-6.64,6.324,0.0187
2e-12,11000.0,2.35e-05,-6.55,6.251,0.0188
2e-12,11000.0,2.4e-05,-6.46,6.185,0.0189
2e-12,11000.0,2.45e-05,-6.37,6.124,0.0189
2e-12,11000.0,2.5e-05,-6.28,6.071,0.019
2e-12,11000.0,2.55e-05,-6.19,6.026,0.0191
2e-12,11000.0,2.6e-05,-6.1,5.988,0.0192
2e-12,11000.0,2.65e-05,-6.02,5.958,0.0192
2e-12,11000.0,2.7e-05,-5.94,5.919,0.0193
2e-12,11000.0,2.75e-05,-5.87,5.908,0.0193
2e-12,11000.0,2.8e-05,-5.8,5.906,0.0194
2e-12,11000.0,2.85e-05,-5.75,5.911,0.0194
2e-12,11000.0,2.9e-05,-5.71,5.92,0.0194
2e-12,11000.0,2.95e-05,-5.69,5.93,0.0195
2e-12,12000.0,1e-05,-9.02,8.565,0.0116
2e-12,12000.0,5e-06,-9.87,8.93,0.00628
2e-12,12000.0,5.5e-06,-9.61,8.791,0.00684
2e-12,12000.0,6e-06,-9.42,8.676,0.00739
2e-12,12000.0,6.5e-06,-9.28,8.603,0.00794
2e-12,12000.0,7e-06,-9.21,8.579,0.00848
2e-12,12000.0,7.5e-06,-9.19,8.594,0.00902
2e-12,12000.0,8e-06,-9.19,8.629,0.00954
2e-12,12000.0,8.5e-06,-9.16,8.605,0.0101
2e-12,12000.0,9e-06,-9.15,8.611,0.0106
2e-12,12000.0,9.5e-06,-9.11,8.6,0.0111
2e-12,12000.0,1.05e-05,-8.83,8.491,0.012
2e-12,12000.0,1.1e-05,-8.64,8.384,0.0125
2e-12,12000.0,1.15e-05,-8.51,8.245,0.013
2e-12,12000.0,1.2e-05,-8.46,8.154,0.0134
2e-12,12000.0,1.25e-05,-8.5,8.144,0.0138
2e-12,12000.0,1.3e-05,-8.54,8.126,0.0142
2e-12,12000.0,1.35e-05,-8.56,8.128,0.0146
2e-12,12000.0,1.4e-05,-8.54,8.1,0.015
2e-12,12000.0,1.45e-05,-8.49,8.04,0.0153
2e-12,12000.0,1.5e-05,-8.4,7.954,0.0157
2e-12,12000.0,1.55e-05,-8.31,7.849,0.016
2e-12,12000.0,1.6e-05,-8.18,7.739,0.0163
2e-12,12000.0,1.65e-05,-8.02,7.635,0.0165
2e-12,12000.0,1.7e-05,-7.82,7.535,0.0168
2e-12,12000.0,1.75e-05,-7.62,7.445,0.017
2e-12,12000.0,1.8e-05,-7.49,7.348,0.0173
2e-12,12000.0,1.85e-05,-7.4,7.228,0.0175
2e-12,12000.0,1.9e-05,-7.32,7.063,0.0177
2e-12,12000.0,1.95e-05,-7.25,6.948,0.0179
2e-12,12000.0,2e-05,-7.18,6.846,0.018
2e-12,12000.0,2.05e-05,-7.09,6.75,0.0182
2e-12,12000.0,2.1e-05,-7.01,6.658,0.0183
2e-12,12000.0,2.15e-05,-6.91,6.568,0.0184
2e-12,12000.0,2.2e-05,-6.82,6.482,0.0185
2e-12,12000.0,2.25e-05,-6.73,6.397,0.0186
2e-12,12000.0,2.3e-05,-6.64,6.319,0.0187
2e-12,12000.0,2.35e-05,-6.54,6.247,0.0188
2e-12,12000.0,2.4e-05,-6.45,6.18,0.0189
2e-12,12000.0,2.45e-05,-6.36,6.12,0.0189
2e-12,12000.0,2.5e-05,-6.27,6.067,0.019
2e-12,12000.0,2.55e-05,-6.18,6.021,0.0191
2e-12,12000.0,2.6e-05,-6.1,5.983,0.0192
2e-12,12000.0,2.65e-05,-6.02,5.953,0.0192
2e-12,12000.0,2.7e-05,-5.94,5.915,0.0193
2e-12,12000.0,2.75e-05,-5.87,5.904,0.0193
2e-12,12000.0,2.8e-05,-5.8,5.902,0.0194
2e-12,12000.0,2.85e-05,-5.75,5.907,0.0194
2e-12,12000.0,2.9e-05,-5.71,5.916,0.0194
2e-12,12000.0,2.95e-05,-5.69,5.926,0.0195
2e-12,13000.0,1e-05,-9.02,8.561,0.0116
2e-12,13000.0,5e-06,-9.87,8.923,0.00627
2e-12,13000.0,5.5e-06,-9.61,8.784,0.00684
2e-12,13000.0,6e-06,-9.41,8.67,0.00739
2e-12,13000.0,6.5e-06,-9.28,8.597,0.00794
2e-12,13000.0,7e-06,-9.21,8.573,0.00848
2e-12,13000.0,7.5e-06,-9.19,8.589,0.00902
2e-12,13000.0,8e-06,-9.19,8.624,0.00954
2e-12,13000.0,8.5e-06,-9.16,8.6,0.0101
2e-12,13000.0,9e-06,-9.14,8.606,0.0106
2e-12,13000.0,9.5e-06,-9.1,8.596,0.0111
2e-12,13000.0,1.05e-05,-8.83,8.486,0.012
2e-12,13000.0,1.1e-05,-8.64,8.379,0.0125
2e-12,13000.0,1.15e-05,-8.51,8.24,0.013
2e-12,13000.0,1.2e-05,-8.46,8.15,0.0134
2e-12,13000.0,1.25e-05,-8.5,8.139,0.0138
2e-12,13000.0,1.3e-05,-8.53,8.122,0.0142
2e-12,13000.0,1.35e-05,-8.55,8.124,0.0146
2e-12,13000.0,1.4e-05,-8.54,8.096,0.015
2e-12,13000.0,1.45e-05,-8.48,8.036,0.0153
2e-12,13000.0,1.5e-05,-8.4,7.95,0.0157
2e-12,13000.0,1.55e-05,-8.3,7.846,0.016
2e-12,13000.0,1.6e-05,-8.17,7.735,0.0163
2e-12,13000.0,1.65e-05,-8.01,7.631,0.0165
2e-12,13000.0,1.7e-05,-7.81,7.531,0.0168
2e-12,13000.0,1.75e-05,-7.62,7.441,0.017
2e-12,13000.0,1.8e-05,-7.48,7.344,0.0173
2e-12,13000.0,1.85e-05,-7.4,7.224,0.0175
2e-12,13000.0,1.9e-05,-7.32,7.059,0.0177
2e-12,13000.0,1.95e-05,-7.25,6.944,0.0179
2e-12,13000.0,2e-05,-7.17,6.842,0.018
2e-12,13000.0,2.05e-05,-7.09,6.746,0.0182
2e-12,13000.0,2.1e-05,-7.0,6.654,0.0183
2e-12,13000.0,2.15e-05,-6.91,6.565,0.0184
2e-12,13000.0,2.2e-05,-6.82,6.479,0.0186
2e-12,13000.0,2.25e-05,-6.73,6.394,0.0186
2e-12,13000.0,2.3e-05,-6.63,6.316,0.0187
2e-12,13000.0,2.35e-05,-6.54,6.243,0.0188
2e-12,13000.0,2.4e-05,-6.45,6.177,0.0189
2e-12,13000.0,2.45e-05,-6.36,6.117,0.0189
2e-12,13000.0,2.5e-05,-6.27,6.063,0.019
2e-12,13000.0,2.55e-05,-6.18,6.018,0.0191
2e-12,13000.0,2.6e-05,-6.1,5.98,0.0192
2e-12,13000.0,2.65e-05,-6.02,5.95,0.0192
2e-12,13000.0,2.7e-05,-5.93,5.911,0.0193
2e-12,13000.0,2.75e-05,-5.86,5.901,0.0193
2e-12,13000.0,2.8e-05,-5.8,5.899,0.0194
2e-12,13000.0,2.85e-05,-5.75,5.903,0.0194
2e-12,13000.0,2.9e-05,-5.71,5.912,0.0194
2e-12,13000.0,2.95e-05,-5.68,5.923,0.0195
2e-12,14000.0,1e-05,-9.02,8.557,0.0116
2e-12,14000.0,5e-06,-9.86,8.917,0.00628
2e-12,14000.0,5.5e-06,-9.61,8.778,0.00684
2e-12,14000.0,6e-06,-9.41,8.664,0.00739
2e-12,14000.0,6.5e-06,-9.27,8.592,0.00794
2e-12,14000.0,7e-06,-9.2,8.568,0.00848
2e-12,14000.0,7.5e-06,-9.18,8.584,0.00902
2e-12,14000.0,8e-06,-9.19,8.619,0.00954
2e-12,14000.0,8.5e-06,-9.16,8.596,0.0101
2e-12,14000.0,9e-06,-9.14,8.602,0.0106
2e-12,14000.0,9.5e-06,-9.1,8.591,0.0111
2e-12,14000.0,1.05e-05,-8.83,8.482,0.012
2e-12,14000.0,1.1e-05,-8.64,8.376,0.0125
2e-12,14000.0,1.15e-05,-8.5,8.237,0.013
2e-12,14000.0,1.2e-05,-8.46,8.146,0.0134
2e-12,14000.0,1.25e-05,-8.5,8.136,0.0138
2e-12,14000.0,1.3e-05,-8.53,8.118,0.0142
2e-12,14000.0,1.35e-05,-8.55,8.12,0.0146
2e-12,14000.0,1.4e-05,-8.54,8.093,0.015
2e-12,14000.0,1.45e-05,-8.48,8.033,0.0153
2e-12,14000.0,1.5e-05,-8.4,7.947,0.0157
2e-12,14000.0,1.55e-05,-8.3,7.842,0.016
2e-12,14000.0,1.6e-05,-8.17,7.732,0.0163
2e-12,14000.0,1.65e-05,-8.01,7.628,0.0165
2e-12,14000.0,1.7e-05,-7.81,7.528,0.0168
2e-12,14000.0,1.75e-05,-7.61,7.438,0.017
2e-12,14000.0,1.8e-05,-7.48,7.341,0.0173
2e-12,14000.0,1.85e-05,-7.4,7.221,0.0175
2e-12,14000.0,1.9e-05,-7.31,7.056,0.0177
2e-12,14000.0,1.95e-05,-7.24,6.941,0.0179
2e-12,14000.0,2e-05,-7.17,6.839,0.018
2e-12,14000.0,2.05e-05,-7.09,6.743,0.0182
2e-12,14000.0,2.1e-05,-7.0,6.651,0.0183
2e-12,14000.0,2.15e-05,-6.91,6.562,0.0184
2e-12,14000.0,2.2e-05,-6.81,6.476,0.0186
2e-12,14000.0,2.25e-05,-6.72,6.391,0.0186
2e-12,14000.0,2.3e-05,-6.63,6.313,0.0187
2e-12,14000.0,2.35e-05,-6.54,6.24,0.0188
2e-12,14000.0,2.4e-05,-6.45,6.174,0.0189
2e-12,14000.0,2.45e-05,-6.36,6.114,0.0189
2e-12,14000.0,2.5e-05,-6.27,6.06,0.019
2e-12,14000.0,2.55e-05,-6.18,6.015,0.0191
2e-12,14000.0,2.6e-05,-6.09,5.977,0.0192
2e-12,14000.0,2.65e-05,-6.01,5.947,0.0192
2e-12,14000.0,2.7e-05,-5.93,5.908,0.0193
2e-12,14000.0,2.75e-05,-5.86,5.898,0.0193
2e-12,14000.0,2.8e-05,-5.8,5.896,0.0194
2e-12,14000.0,2.85e-05,-5.74,5.901,0.0194
2e-12,14000.0,2.9e-05,-5.71,5.909,0.0194
2e-12,14000.0,2.95e-05,-5.68,5.92,0.0195
2e-12,15000.0,1e-05,-9.01,8.553,0.0116
2e-12,15000.0,5e-06,-9.86,8.911,0.00628
2e-12,15000.0,5.5e-06,-9.6,8.773,0.00684
2e-12,15000.0,6e-06,-9.41,8.659,0.00739
2e-12,15000.0,6.5e-06,-9.27,8.588,0.00794
2e-12,15000.0,7e-06,-9.2,8.564,0.00848
2e-12,15000.0,7.5e-06,-9.18,8.58,0.00902
2e-12,15000.0,8e-06,-9.18,8.615,0.00954
2e-12,15000.0,8.5e-06,-9.15,8.592,0.0101
2e-12,15000.0,9e-06,-9.14,8.598,0.0106
2e-12,15000.0,9.5e-06,-9.1,8.588,0.0111
2e-12,15000.0,1.05e-05,-8.83,8.479,0.012
2e-12,15000.0,1.1e-05,-8.63,8.372,0.0125
2e-12,15000.0,1.15e-05,-8.5,8.233,0.013
2e-12,15000.0,1.2e-05,-8.46,8.143,0.0134
2e-12,15000.0,1.25e-05,-8.49,8.133,0.0138
2e-12,15000.0,1.3e-05,-8.53,8.115,0.0142
2e-12,15000.0,1.35e-05,-8.55,8.117,0.0146
2e-12,15000.0,1.4e-05,-8.53,8.09,0.015
2e-12,15000.0,1.45e-05,-8.48,8.03,0.0153
2e-12,15000.0,1.5e-05,-8.4,7.944,0.0157
2e-12,15000.0,1.55e-05,-8.3,7.84,0.016
2e-12,15000.0,1.6e-05,-8.17,7.729,0.0163
2e-12,15000.0,1.65e-05,-8.01,7.625,0.0165
2e-12,15000.0,1.7e-05,-7.81,7.525,0.0168
2e-12,15000.0,1.75e-05,-7.61,7.436,0.017
2e-12,15000.0,1.8e-05,-7.48,7.339,0.0173
2e-12,15000.0,1.85e-05,-7.39,7.218,0.0175
2e-12,15000.0,1.9e-05,-7.31,7.054,0.0177
2e-12,15000.0,1.95e-05,-7.24,6.938,0.0179
2e-12,15000.0,2e-05,-7.17,6.837,0.018
