L,Wn,Wvar,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
2.4e-10,2.9e-05,5.5e-06,0.00869,29100000000.0,580000000.0,0.287,-91.48
2.4e-10,2.9e-05,6e-06,0.00869,29000000000.0,639000000.0,0.349,-91.35
2.4e-10,2.9e-05,6.5e-06,0.00869,29000000000.0,701000000.0,0.408,-92.15
2.4e-10,2.9e-05,7e-06,0.00869,28900000000.0,762000000.0,0.462,-92.17
2.4e-10,2.9e-05,7.5e-06,0.00869,28800000000.0,821000000.0,0.512,-92.52
2.4e-10,2.9e-05,8e-06,0.00869,28700000000.0,885000000.0,0.553,-93.1
2.4e-10,2.9e-05,8.5e-06,0.00869,28600000000.0,934000000.0,0.596,-93.39
2.4e-10,2.9e-05,9e-06,0.00869,28600000000.0,996000000.0,0.635,-93.82
2.4e-10,2.9e-05,9.5e-06,0.00869,28500000000.0,1050000000.0,0.666,-94.19
2.4e-10,2.9e-05,1.05e-05,0.00869,28300000000.0,1150000000.0,0.716,-94.61
2.4e-10,2.9e-05,1.1e-05,0.00869,28200000000.0,1200000000.0,0.738,-95.05
2.4e-10,2.9e-05,1.15e-05,0.00869,28200000000.0,1250000000.0,0.748,-95.69
2.4e-10,2.9e-05,1.2e-05,0.00869,28100000000.0,1290000000.0,0.758,-95.85
2.4e-10,2.9e-05,1.25e-05,0.00869,28000000000.0,1330000000.0,0.772,-95.86
2.4e-10,2.9e-05,1.3e-05,0.00869,27900000000.0,1380000000.0,0.768,-96.64
2.4e-10,2.9e-05,1.35e-05,0.00869,27800000000.0,1410000000.0,0.774,-96.52
2.4e-10,2.9e-05,1.4e-05,0.00869,27800000000.0,1450000000.0,0.77,-96.87
2.4e-10,2.9e-05,1.45e-05,0.00869,27700000000.0,1480000000.0,0.762,-97.1
2.4e-10,2.9e-05,1.5e-05,0.00869,27600000000.0,1520000000.0,0.749,-97.09
2.4e-10,2.9e-05,1.55e-05,0.00869,27500000000.0,1550000000.0,0.737,-97.41
2.4e-10,2.9e-05,1.6e-05,0.00869,27500000000.0,1570000000.0,0.718,-97.5
2.4e-10,2.9e-05,1.65e-05,0.00869,27400000000.0,1600000000.0,0.696,-97.59
2.4e-10,2.9e-05,1.7e-05,0.00869,27300000000.0,1620000000.0,0.672,-97.66
2.4e-10,2.9e-05,1.75e-05,0.00869,27300000000.0,1650000000.0,0.647,-98.02
2.4e-10,2.9e-05,1.8e-05,0.00869,27200000000.0,1660000000.0,0.619,-97.9
2.4e-10,2.9e-05,1.85e-05,0.00869,27100000000.0,1680000000.0,0.584,-97.8
2.4e-10,2.9e-05,1.9e-05,0.00869,27100000000.0,1690000000.0,0.552,-97.84
2.4e-10,2.9e-05,1.95e-05,0.00869,27000000000.0,1710000000.0,0.519,-97.9
2.4e-10,2.9e-05,2e-05,0.00869,26900000000.0,1720000000.0,0.48,-97.78
2.4e-10,2.9e-05,2.05e-05,0.00869,26900000000.0,1730000000.0,0.435,-97.88
2.4e-10,2.9e-05,2.1e-05,0.00869,26800000000.0,1730000000.0,0.396,-97.66
2.4e-10,2.9e-05,2.15e-05,0.00869,26800000000.0,1740000000.0,0.349,-97.61
2.4e-10,2.9e-05,2.2e-05,0.00869,26700000000.0,1740000000.0,0.302,-97.54
2.4e-10,2.9e-05,2.25e-05,0.00869,26700000000.0,1740000000.0,0.251,-97.28
2.4e-10,2.9e-05,2.3e-05,0.00869,26600000000.0,1740000000.0,0.2,-97.24
2.4e-10,2.9e-05,2.35e-05,0.00869,26600000000.0,1740000000.0,0.148,-97.07
2.4e-10,2.9e-05,2.4e-05,0.00869,26500000000.0,1730000000.0,0.093,-96.94
2.4e-10,2.9e-05,2.45e-05,0.00869,26500000000.0,1730000000.0,0.032,-96.41
2.4e-10,2.9e-05,2.5e-05,0.00869,26500000000.0,1710000000.0,-0.023,-96.37
2.4e-10,2.9e-05,2.55e-05,0.00869,26400000000.0,1700000000.0,-0.081,-96.41
2.4e-10,2.9e-05,2.6e-05,0.00869,26400000000.0,1700000000.0,-0.142,-97.73
2.4e-10,2.9e-05,2.65e-05,0.00869,26400000000.0,1680000000.0,-0.205,-96.12
2.4e-10,2.9e-05,2.7e-05,0.00869,26300000000.0,1660000000.0,-0.266,-97.8
2.4e-10,2.9e-05,2.75e-05,0.00869,26300000000.0,1650000000.0,-0.328,-95.4
2.4e-10,2.9e-05,2.8e-05,0.00869,26300000000.0,1640000000.0,-0.392,-94.95
2.4e-10,2.9e-05,2.85e-05,0.00869,26200000000.0,1620000000.0,-0.455,-94.69
2.4e-10,2.9e-05,2.9e-05,0.00869,26200000000.0,1600000000.0,-0.52,-94.22
2.4e-10,2.9e-05,2.95e-05,0.00869,26200000000.0,1580000000.0,-0.584,-94.0
2.4e-10,2.9e-05,3e-05,0.00869,26200000000.0,1560000000.0,-0.65,-93.49
2.4e-10,2.95e-05,1e-05,0.00866,28200000000.0,1070000000.0,0.482,-93.31
2.4e-10,2.95e-05,5e-06,0.00866,29000000000.0,490000000.0,-0.007,-89.88
2.4e-10,2.95e-05,5.5e-06,0.00866,28900000000.0,546000000.0,0.063,-89.95
2.4e-10,2.95e-05,6e-06,0.00866,28800000000.0,610000000.0,0.124,-90.68
2.4e-10,2.95e-05,6.5e-06,0.00866,28800000000.0,669000000.0,0.186,-91.13
2.4e-10,2.95e-05,7e-06,0.00866,28700000000.0,730000000.0,0.242,-91.35
2.4e-10,2.95e-05,7.5e-06,0.00866,28600000000.0,791000000.0,0.291,-91.32
2.4e-10,2.95e-05,8e-06,0.00866,28500000000.0,850000000.0,0.34,-92.05
2.4e-10,2.95e-05,8.5e-06,0.00866,28500000000.0,908000000.0,0.382,-92.87
2.4e-10,2.95e-05,9e-06,0.00866,28400000000.0,962000000.0,0.419,-92.31
2.4e-10,2.95e-05,9.5e-06,0.00866,28300000000.0,1020000000.0,0.453,-93.07
2.4e-10,2.95e-05,1.05e-05,0.00866,28100000000.0,1120000000.0,0.504,-93.96
2.4e-10,2.95e-05,1.1e-05,0.00866,28100000000.0,1170000000.0,0.522,-94.3
2.4e-10,2.95e-05,1.15e-05,0.00866,28000000000.0,1220000000.0,0.545,-94.12
2.4e-10,2.95e-05,1.2e-05,0.00866,27900000000.0,1270000000.0,0.551,-94.58
2.4e-10,2.95e-05,1.25e-05,0.00866,27800000000.0,1310000000.0,0.563,-94.89
2.4e-10,2.95e-05,1.3e-05,0.00866,27800000000.0,1350000000.0,0.565,-95.15
2.4e-10,2.95e-05,1.35e-05,0.00866,27700000000.0,1390000000.0,0.569,-95.44
2.4e-10,2.95e-05,1.4e-05,0.00866,27600000000.0,1430000000.0,0.565,-95.82
2.4e-10,2.95e-05,1.45e-05,0.00866,27500000000.0,1470000000.0,0.56,-95.82
2.4e-10,2.95e-05,1.5e-05,0.00866,27500000000.0,1500000000.0,0.551,-96.09
2.4e-10,2.95e-05,1.55e-05,0.00866,27400000000.0,1530000000.0,0.542,-96.05
2.4e-10,2.95e-05,1.6e-05,0.00866,27300000000.0,1560000000.0,0.524,-96.27
2.4e-10,2.95e-05,1.65e-05,0.00866,27200000000.0,1590000000.0,0.506,-96.34
2.4e-10,2.95e-05,1.7e-05,0.00866,27200000000.0,1610000000.0,0.484,-96.66
2.4e-10,2.95e-05,1.75e-05,0.00866,27100000000.0,1630000000.0,0.46,-96.59
2.4e-10,2.95e-05,1.8e-05,0.00866,27000000000.0,1650000000.0,0.429,-96.82
2.4e-10,2.95e-05,1.85e-05,0.00866,27000000000.0,1670000000.0,0.4,-96.83
2.4e-10,2.95e-05,1.9e-05,0.00866,26900000000.0,1690000000.0,0.369,-96.79
2.4e-10,2.95e-05,1.95e-05,0.00866,26800000000.0,1700000000.0,0.335,-96.8
2.4e-10,2.95e-05,2e-05,0.00866,26800000000.0,1710000000.0,0.296,-96.63
2.4e-10,2.95e-05,2.05e-05,0.00866,26700000000.0,1720000000.0,0.253,-96.64
2.4e-10,2.95e-05,2.1e-05,0.00866,26700000000.0,1720000000.0,0.215,-96.52
2.4e-10,2.95e-05,2.15e-05,0.00866,26600000000.0,1740000000.0,0.17,-96.55
2.4e-10,2.95e-05,2.2e-05,0.00866,26600000000.0,1740000000.0,0.119,-96.56
2.4e-10,2.95e-05,2.25e-05,0.00866,26500000000.0,1740000000.0,0.069,-96.25
2.4e-10,2.95e-05,2.3e-05,0.00866,26500000000.0,1740000000.0,0.019,-96.39
2.4e-10,2.95e-05,2.35e-05,0.00866,26400000000.0,1740000000.0,-0.028,-96.08
2.4e-10,2.95e-05,2.4e-05,0.00866,26400000000.0,1740000000.0,-0.079,-96.1
2.4e-10,2.95e-05,2.45e-05,0.00866,26300000000.0,1730000000.0,-0.14,-95.84
2.4e-10,2.95e-05,2.5e-05,0.00866,26300000000.0,1730000000.0,-0.194,-95.79
2.4e-10,2.95e-05,2.55e-05,0.00866,26300000000.0,1720000000.0,-0.249,-95.28
2.4e-10,2.95e-05,2.6e-05,0.00866,26200000000.0,1710000000.0,-0.308,-94.93
2.4e-10,2.95e-05,2.65e-05,0.00866,26200000000.0,1700000000.0,-0.369,-94.56
2.4e-10,2.95e-05,2.7e-05,0.00866,26200000000.0,1680000000.0,-0.429,-94.34
2.4e-10,2.95e-05,2.75e-05,0.00866,26100000000.0,1670000000.0,-0.491,-94.08
2.4e-10,2.95e-05,2.8e-05,0.00866,26100000000.0,1660000000.0,-0.555,-94.09
2.4e-10,2.95e-05,2.85e-05,0.00866,26100000000.0,1640000000.0,-0.618,-93.58
2.4e-10,2.95e-05,2.9e-05,0.00866,26000000000.0,1620000000.0,-0.681,-93.49
2.4e-10,2.95e-05,2.95e-05,0.00866,26000000000.0,1610000000.0,-0.746,-93.18
2.4e-10,2.95e-05,3e-05,0.00866,26000000000.0,1590000000.0,-0.81,-92.73
2.4e-10,3e-05,1e-05,0.00864,28000000000.0,1040000000.0,0.266,-92.1
2.4e-10,3e-05,5e-06,0.00864,28700000000.0,461000000.0,-0.232,-89.0
2.4e-10,3e-05,5.5e-06,0.00864,28700000000.0,520000000.0,-0.167,-89.56
2.4e-10,3e-05,6e-06,0.00864,28600000000.0,580000000.0,-0.1,-89.96
2.4e-10,3e-05,6.5e-06,0.00864,28500000000.0,641000000.0,-0.041,-89.98
2.4e-10,3e-05,7e-06,0.00864,28500000000.0,699000000.0,0.015,-90.5
2.4e-10,3e-05,7.5e-06,0.00864,28400000000.0,760000000.0,0.068,-90.71
2.4e-10,3e-05,8e-06,0.00864,28300000000.0,814000000.0,0.117,-90.92
2.4e-10,3e-05,8.5e-06,0.00864,28300000000.0,874000000.0,0.159,-91.1
2.4e-10,3e-05,9e-06,0.00864,28200000000.0,935000000.0,0.198,-91.35
2.4e-10,3e-05,9.5e-06,0.00864,28100000000.0,986000000.0,0.235,-92.11
2.4e-10,3e-05,1.05e-05,0.00864,28000000000.0,1090000000.0,0.292,-90.74
2.4e-10,3e-05,1.1e-05,0.00864,27900000000.0,1140000000.0,0.318,-92.44
2.4e-10,3e-05,1.15e-05,0.00864,27800000000.0,1190000000.0,0.33,-93.36
2.4e-10,3e-05,1.2e-05,0.00864,27700000000.0,1240000000.0,0.35,-93.22
2.4e-10,3e-05,1.25e-05,0.00864,27700000000.0,1280000000.0,0.362,-93.74
2.4e-10,3e-05,1.3e-05,0.00864,27600000000.0,1320000000.0,0.363,-94.17
2.4e-10,3e-05,1.35e-05,0.00864,27500000000.0,1370000000.0,0.368,-94.19
2.4e-10,3e-05,1.4e-05,0.00864,27400000000.0,1400000000.0,0.364,-94.96
2.4e-10,3e-05,1.45e-05,0.00864,27400000000.0,1440000000.0,0.366,-94.53
2.4e-10,3e-05,1.5e-05,0.00864,27300000000.0,1470000000.0,0.357,-94.74
2.4e-10,3e-05,1.55e-05,0.00864,27200000000.0,1510000000.0,0.346,-94.93
2.4e-10,3e-05,1.6e-05,0.00864,27100000000.0,1530000000.0,0.332,-95.29
2.4e-10,3e-05,1.65e-05,0.00864,27100000000.0,1570000000.0,0.311,-95.39
2.4e-10,3e-05,1.7e-05,0.00864,27000000000.0,1590000000.0,0.292,-95.36
2.4e-10,3e-05,1.75e-05,0.00864,26900000000.0,1620000000.0,0.268,-95.47
2.4e-10,3e-05,1.8e-05,0.00864,26900000000.0,1640000000.0,0.241,-95.56
2.4e-10,3e-05,1.85e-05,0.00864,26800000000.0,1660000000.0,0.214,-95.59
2.4e-10,3e-05,1.9e-05,0.00864,26800000000.0,1670000000.0,0.183,-95.62
2.4e-10,3e-05,1.95e-05,0.00864,26700000000.0,1690000000.0,0.146,-95.67
2.4e-10,3e-05,2e-05,0.00864,26600000000.0,1700000000.0,0.113,-95.59
2.4e-10,3e-05,2.05e-05,0.00864,26600000000.0,1710000000.0,0.072,-95.57
2.4e-10,3e-05,2.1e-05,0.00864,26500000000.0,1720000000.0,0.033,-95.45
2.4e-10,3e-05,2.15e-05,0.00864,26500000000.0,1730000000.0,-0.015,-95.54
2.4e-10,3e-05,2.2e-05,0.00864,26400000000.0,1730000000.0,-0.059,-95.45
2.4e-10,3e-05,2.25e-05,0.00864,26400000000.0,1740000000.0,-0.102,-95.14
2.4e-10,3e-05,2.3e-05,0.00864,26300000000.0,1740000000.0,-0.156,-95.51
2.4e-10,3e-05,2.35e-05,0.00864,26300000000.0,1740000000.0,-0.203,-94.65
2.4e-10,3e-05,2.4e-05,0.00864,26200000000.0,1730000000.0,-0.257,-94.79
2.4e-10,3e-05,2.45e-05,0.00864,26200000000.0,1730000000.0,-0.313,-94.6
2.4e-10,3e-05,2.5e-05,0.00864,26100000000.0,1730000000.0,-0.368,-94.61
2.4e-10,3e-05,2.55e-05,0.00864,26100000000.0,1730000000.0,-0.423,-94.55
2.4e-10,3e-05,2.6e-05,0.00864,26100000000.0,1720000000.0,-0.481,-94.27
2.4e-10,3e-05,2.65e-05,0.00864,26000000000.0,1710000000.0,-0.539,-93.53
2.4e-10,3e-05,2.7e-05,0.00864,26000000000.0,1700000000.0,-0.599,-93.33
2.4e-10,3e-05,2.75e-05,0.00864,26000000000.0,1690000000.0,-0.658,-92.98
2.4e-10,3e-05,2.8e-05,0.00864,25900000000.0,1680000000.0,-0.72,-92.76
2.4e-10,3e-05,2.85e-05,0.00864,25900000000.0,1660000000.0,-0.782,-92.47
2.4e-10,3e-05,2.9e-05,0.00864,25900000000.0,1650000000.0,-0.845,-92.16
2.4e-10,3e-05,2.95e-05,0.00864,25800000000.0,1630000000.0,-0.909,-92.34
2.4e-10,3e-05,3e-05,0.00864,25800000000.0,1620000000.0,-0.972,-92.01
2.4e-10,3.05e-05,1e-05,0.00862,27900000000.0,1000000000.0,0.053,-90.57
2.4e-10,3.05e-05,5e-06,0.00862,28500000000.0,431000000.0,-0.465,-87.89
2.4e-10,3.05e-05,5.5e-06,0.00862,28500000000.0,491000000.0,-0.395,-89.03
2.4e-10,3.05e-05,6e-06,0.00862,28400000000.0,546000000.0,-0.327,-88.65
2.4e-10,3.05e-05,6.5e-06,0.00862,28300000000.0,604000000.0,-0.265,-89.03
2.4e-10,3.05e-05,7e-06,0.00862,28300000000.0,664000000.0,-0.211,-89.53
2.4e-10,3.05e-05,7.5e-06,0.00862,28200000000.0,724000000.0,-0.157,-89.89
2.4e-10,3.05e-05,8e-06,0.00862,28100000000.0,785000000.0,-0.106,-89.7
2.4e-10,3.05e-05,8.5e-06,0.00862,28100000000.0,839000000.0,-0.062,-90.54
2.4e-10,3.05e-05,9e-06,0.00862,28000000000.0,893000000.0,-0.021,-90.58
2.4e-10,3.05e-05,9.5e-06,0.00862,27900000000.0,948000000.0,0.019,-90.53
2.4e-10,3.05e-05,1.05e-05,0.00862,27800000000.0,1060000000.0,0.078,-91.61
2.4e-10,3.05e-05,1.1e-05,0.00862,27700000000.0,1110000000.0,0.104,-91.55
2.4e-10,3.05e-05,1.15e-05,0.00862,27600000000.0,1160000000.0,0.122,-92.0
2.4e-10,3.05e-05,1.2e-05,0.00862,27600000000.0,1210000000.0,0.142,-92.36
2.4e-10,3.05e-05,1.25e-05,0.00862,27500000000.0,1250000000.0,0.151,-92.68
2.4e-10,3.05e-05,1.3e-05,0.00862,27400000000.0,1290000000.0,0.157,-93.03
2.4e-10,3.05e-05,1.35e-05,0.00862,27300000000.0,1330000000.0,0.168,-93.06
2.4e-10,3.05e-05,1.4e-05,0.00862,27300000000.0,1380000000.0,0.164,-93.61
2.4e-10,3.05e-05,1.45e-05,0.00862,27200000000.0,1410000000.0,0.164,-93.63
2.4e-10,3.05e-05,1.5e-05,0.00862,27100000000.0,1450000000.0,0.159,-93.53
2.4e-10,3.05e-05,1.55e-05,0.00862,27000000000.0,1480000000.0,0.148,-93.86
2.4e-10,3.05e-05,1.6e-05,0.00862,27000000000.0,1510000000.0,0.133,-94.0
2.4e-10,3.05e-05,1.65e-05,0.00862,26900000000.0,1540000000.0,0.117,-94.15
2.4e-10,3.05e-05,1.7e-05,0.00862,26800000000.0,1570000000.0,0.101,-94.08
2.4e-10,3.05e-05,1.75e-05,0.00862,26800000000.0,1590000000.0,0.075,-94.26
2.4e-10,3.05e-05,1.8e-05,0.00862,26700000000.0,1620000000.0,0.05,-94.28
2.4e-10,3.05e-05,1.85e-05,0.00862,26700000000.0,1630000000.0,0.023,-94.46
2.4e-10,3.05e-05,1.9e-05,0.00862,26600000000.0,1660000000.0,-0.005,-94.42
2.4e-10,3.05e-05,1.95e-05,0.00862,26500000000.0,1680000000.0,-0.04,-94.49
2.4e-10,3.05e-05,2e-05,0.00862,26500000000.0,1690000000.0,-0.074,-94.57
2.4e-10,3.05e-05,2.05e-05,0.00862,26400000000.0,1700000000.0,-0.114,-94.54
2.4e-10,3.05e-05,2.1e-05,0.00862,26400000000.0,1710000000.0,-0.151,-94.25
2.4e-10,3.05e-05,2.15e-05,0.00862,26300000000.0,1720000000.0,-0.193,-94.25
2.4e-10,3.05e-05,2.2e-05,0.00862,26300000000.0,1730000000.0,-0.24,-94.33
2.4e-10,3.05e-05,2.25e-05,0.00862,26200000000.0,1730000000.0,-0.282,-93.94
2.4e-10,3.05e-05,2.3e-05,0.00862,26200000000.0,1740000000.0,-0.331,-93.8
2.4e-10,3.05e-05,2.35e-05,0.00862,26100000000.0,1740000000.0,-0.381,-93.75
2.4e-10,3.05e-05,2.4e-05,0.00862,26100000000.0,1740000000.0,-0.431,-93.56
2.4e-10,3.05e-05,2.45e-05,0.00862,26000000000.0,1740000000.0,-0.483,-93.45
2.4e-10,3.05e-05,2.5e-05,0.00862,26000000000.0,1740000000.0,-0.538,-93.19
2.4e-10,3.05e-05,2.55e-05,0.00862,25900000000.0,1730000000.0,-0.595,-93.27
2.4e-10,3.05e-05,2.6e-05,0.00862,25900000000.0,1730000000.0,-0.653,-93.16
2.4e-10,3.05e-05,2.65e-05,0.00862,25900000000.0,1720000000.0,-0.711,-92.88
2.4e-10,3.05e-05,2.7e-05,0.00862,25800000000.0,1710000000.0,-0.768,-92.46
2.4e-10,3.05e-05,2.75e-05,0.00862,25800000000.0,1710000000.0,-0.828,-92.11
2.4e-10,3.05e-05,2.8e-05,0.00862,25800000000.0,1700000000.0,-0.889,-92.25
2.4e-10,3.05e-05,2.85e-05,0.00862,25700000000.0,1690000000.0,-0.95,-91.83
2.4e-10,3.05e-05,2.9e-05,0.00862,25700000000.0,1670000000.0,-1.013,-91.31
2.4e-10,3.05e-05,2.95e-05,0.00862,25700000000.0,1660000000.0,-1.074,-91.3
2.4e-10,3.05e-05,3e-05,0.00862,25600000000.0,1650000000.0,-1.138,-91.17
2.4e-10,3.1e-05,1e-05,0.00859,27700000000.0,967000000.0,-0.166,-90.16
2.4e-10,3.1e-05,5e-06,0.00859,28300000000.0,403000000.0,-0.703,-87.45
2.4e-10,3.1e-05,5.5e-06,0.00859,28200000000.0,455000000.0,-0.625,-87.3
2.4e-10,3.1e-05,6e-06,0.00859,28200000000.0,515000000.0,-0.559,-87.94
2.4e-10,3.1e-05,6.5e-06,0.00859,28100000000.0,573000000.0,-0.5,-88.24
2.4e-10,3.1e-05,7e-06,0.00859,28000000000.0,628000000.0,-0.437,-88.09
2.4e-10,3.1e-05,7.5e-06,0.00859,28000000000.0,688000000.0,-0.382,-89.13
2.4e-10,3.1e-05,8e-06,0.00859,27900000000.0,747000000.0,-0.333,-89.0
2.4e-10,3.1e-05,8.5e-06,0.00859,27900000000.0,801000000.0,-0.285,-89.43
2.4e-10,3.1e-05,9e-06,0.00859,27800000000.0,854000000.0,-0.243,-89.6
2.4e-10,3.1e-05,9.5e-06,0.00859,27700000000.0,913000000.0,-0.202,-89.56
2.4e-10,3.1e-05,1.05e-05,0.00859,27600000000.0,1020000000.0,-0.139,-90.4
2.4e-10,3.1e-05,1.1e-05,0.00859,27500000000.0,1070000000.0,-0.112,-90.46
2.4e-10,3.1e-05,1.15e-05,0.00859,27500000000.0,1130000000.0,-0.093,-90.83
2.4e-10,3.1e-05,1.2e-05,0.00859,27400000000.0,1170000000.0,-0.069,-91.36
2.4e-10,3.1e-05,1.25e-05,0.00859,27300000000.0,1220000000.0,-0.057,-91.36
2.4e-10,3.1e-05,1.3e-05,0.00859,27200000000.0,1260000000.0,-0.047,-91.58
2.4e-10,3.1e-05,1.35e-05,0.00859,27200000000.0,1300000000.0,-0.039,-91.78
2.4e-10,3.1e-05,1.4e-05,0.00859,27100000000.0,1340000000.0,-0.039,-92.0
2.4e-10,3.1e-05,1.45e-05,0.00859,27000000000.0,1380000000.0,-0.045,-92.83
2.4e-10,3.1e-05,1.5e-05,0.00859,27000000000.0,1420000000.0,-0.042,-92.47
2.4e-10,3.1e-05,1.55e-05,0.00859,26900000000.0,1460000000.0,-0.055,-92.42
2.4e-10,3.1e-05,1.6e-05,0.00859,26800000000.0,1490000000.0,-0.067,-92.66
2.4e-10,3.1e-05,1.65e-05,0.00859,26800000000.0,1510000000.0,-0.077,-92.92
2.4e-10,3.1e-05,1.7e-05,0.00859,26700000000.0,1550000000.0,-0.095,-93.19
2.4e-10,3.1e-05,1.75e-05,0.00859,26600000000.0,1570000000.0,-0.116,-93.29
2.4e-10,3.1e-05,1.8e-05,0.00859,26600000000.0,1590000000.0,-0.14,-93.23
2.4e-10,3.1e-05,1.85e-05,0.00859,26500000000.0,1620000000.0,-0.167,-93.16
2.4e-10,3.1e-05,1.9e-05,0.00859,26400000000.0,1640000000.0,-0.196,-93.34
2.4e-10,3.1e-05,1.95e-05,0.00859,26400000000.0,1650000000.0,-0.227,-93.33
2.4e-10,3.1e-05,2e-05,0.00859,26300000000.0,1670000000.0,-0.264,-93.41
2.4e-10,3.1e-05,2.05e-05,0.00859,26300000000.0,1690000000.0,-0.299,-93.31
2.4e-10,3.1e-05,2.1e-05,0.00859,26200000000.0,1700000000.0,-0.338,-93.33
2.4e-10,3.1e-05,2.15e-05,0.00859,26200000000.0,1720000000.0,-0.38,-93.37
2.4e-10,3.1e-05,2.2e-05,0.00859,26100000000.0,1720000000.0,-0.423,-93.29
2.4e-10,3.1e-05,2.25e-05,0.00859,26100000000.0,1730000000.0,-0.467,-93.15
2.4e-10,3.1e-05,2.3e-05,0.00859,26000000000.0,1730000000.0,-0.515,-92.8
2.4e-10,3.1e-05,2.35e-05,0.00859,26000000000.0,1740000000.0,-0.561,-93.09
2.4e-10,3.1e-05,2.4e-05,0.00859,25900000000.0,1740000000.0,-0.611,-92.58
2.4e-10,3.1e-05,2.45e-05,0.00859,25900000000.0,1740000000.0,-0.662,-92.35
2.4e-10,3.1e-05,2.5e-05,0.00859,25800000000.0,1740000000.0,-0.717,-92.49
2.4e-10,3.1e-05,2.55e-05,0.00859,25800000000.0,1740000000.0,-0.772,-92.52
2.4e-10,3.1e-05,2.6e-05,0.00859,25700000000.0,1740000000.0,-0.827,-92.14
2.4e-10,3.1e-05,2.65e-05,0.00859,25700000000.0,1730000000.0,-0.884,-91.92
2.4e-10,3.1e-05,2.7e-05,0.00859,25700000000.0,1730000000.0,-0.941,-91.43
2.4e-10,3.1e-05,2.75e-05,0.00859,25600000000.0,1720000000.0,-1.0,-91.36
2.4e-10,3.1e-05,2.8e-05,0.00859,25600000000.0,1720000000.0,-1.059,-91.26
2.4e-10,3.1e-05,2.85e-05,0.00859,25600000000.0,1710000000.0,-1.12,-91.06
2.4e-10,3.1e-05,2.9e-05,0.00859,25500000000.0,1700000000.0,-1.181,-90.58
2.4e-10,3.1e-05,2.95e-05,0.00859,25500000000.0,1690000000.0,-1.242,-90.42
2.4e-10,3.1e-05,3e-05,0.00859,25500000000.0,1680000000.0,-1.305,-90.07
2.4e-10,3.15e-05,1e-05,0.00857,27500000000.0,929000000.0,-0.39,-89.04
2.4e-10,3.15e-05,5e-06,0.00857,28000000000.0,372000000.0,-0.934,-86.51
2.4e-10,3.15e-05,5.5e-06,0.00857,28000000000.0,427000000.0,-0.864,-85.21
2.4e-10,3.15e-05,6e-06,0.00857,27900000000.0,482000000.0,-0.801,-87.09
2.4e-10,3.15e-05,6.5e-06,0.00857,27900000000.0,534000000.0,-0.73,-86.89
2.4e-10,3.15e-05,7e-06,0.00857,27800000000.0,595000000.0,-0.671,-88.11
2.4e-10,3.15e-05,7.5e-06,0.00857,27800000000.0,650000000.0,-0.612,-87.8
2.4e-10,3.15e-05,8e-06,0.00857,27700000000.0,705000000.0,-0.562,-88.06
2.4e-10,3.15e-05,8.5e-06,0.00857,27700000000.0,766000000.0,-0.513,-88.57
2.4e-10,3.15e-05,9e-06,0.00857,27600000000.0,823000000.0,-0.469,-88.62
2.4e-10,3.15e-05,9.5e-06,0.00857,27500000000.0,876000000.0,-0.429,-88.67
2.4e-10,3.15e-05,1.05e-05,0.00857,27400000000.0,984000000.0,-0.361,-89.7
2.4e-10,3.15e-05,1.1e-05,0.00857,27300000000.0,1040000000.0,-0.333,-89.91
2.4e-10,3.15e-05,1.15e-05,0.00857,27300000000.0,1090000000.0,-0.308,-89.72
2.4e-10,3.15e-05,1.2e-05,0.00857,27200000000.0,1130000000.0,-0.286,-89.61
2.4e-10,3.15e-05,1.25e-05,0.00857,27100000000.0,1180000000.0,-0.275,-90.56
2.4e-10,3.15e-05,1.3e-05,0.00857,27100000000.0,1230000000.0,-0.262,-90.54
2.4e-10,3.15e-05,1.35e-05,0.00857,27000000000.0,1270000000.0,-0.249,-90.46
2.4e-10,3.15e-05,1.4e-05,0.00857,26900000000.0,1310000000.0,-0.248,-90.89
2.4e-10,3.15e-05,1.45e-05,0.00857,26900000000.0,1350000000.0,-0.249,-91.16
2.4e-10,3.15e-05,1.5e-05,0.00857,26800000000.0,1390000000.0,-0.248,-91.38
2.4e-10,3.15e-05,1.55e-05,0.00857,26700000000.0,1430000000.0,-0.256,-91.41
2.4e-10,3.15e-05,1.6e-05,0.00857,26700000000.0,1460000000.0,-0.264,-91.66
2.4e-10,3.15e-05,1.65e-05,0.00857,26600000000.0,1490000000.0,-0.279,-91.67
2.4e-10,3.15e-05,1.7e-05,0.00857,26500000000.0,1520000000.0,-0.297,-92.07
2.4e-10,3.15e-05,1.75e-05,0.00857,26500000000.0,1550000000.0,-0.316,-91.95
2.4e-10,3.15e-05,1.8e-05,0.00857,26400000000.0,1570000000.0,-0.336,-92.06
2.4e-10,3.15e-05,1.85e-05,0.00857,26300000000.0,1600000000.0,-0.361,-91.99
2.4e-10,3.15e-05,1.9e-05,0.00857,26300000000.0,1620000000.0,-0.389,-92.11
2.4e-10,3.15e-05,1.95e-05,0.00857,26200000000.0,1640000000.0,-0.42,-92.07
2.4e-10,3.15e-05,2e-05,0.00857,26200000000.0,1660000000.0,-0.452,-92.01
2.4e-10,3.15e-05,2.05e-05,0.00857,26100000000.0,1680000000.0,-0.487,-92.07
2.4e-10,3.15e-05,2.1e-05,0.00857,26000000000.0,1690000000.0,-0.527,-92.34
